,id,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,duration_int,duration_type
0,hs1,s1,movie,ricky velez: here's everything,,,,2021-10-24,2021,tv-ma,,"comedy, stand up",​comedian ricky velez bares it all with his honest lens and down to earth perspective in his first-ever hbo stand-up special.,48,,
1,hs2,s2,movie,silent night,,,,2021-10-23,2020,g,94 min,"crime, drama, thriller","mark, a low end south london hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by alan, his former cellmate, to do one final job.",8,94,min
2,hs3,s3,movie,the marksman,,,,2021-10-23,2021,pg-13,108 min,"action, thriller",a hardened arizona rancher tries to protect an 11-year-old migrant boy fleeing from a ruthless drug cartel.,8,108,min
3,hs4,s4,movie,gaia,,,,2021-10-22,2021,r,97 min,horror,a forest ranger and two survivalists with a cultish devotion to the forest face the threat of an unrelenting wilderness when a strange being attacks one night.,33,97,min
4,hs5,s5,movie,settlers,,,,2021-10-22,2021,g,104 min,"science fiction, thriller",mankind's earliest settlers on the martian frontier do what they must to survive the cosmic elements and each other in this science-fiction thrill ride.,24,104,min
5,hs6,s6,tv show,the halloween candy magic pet,,,,2021-10-22,2021,g,1 Season,"family, kids","join mila and morphle on a mystery-filled halloween adventure! jam packed with morphs, costumes, twists turns and spooky morphing fun. this 22-minute halloween special will be a kooky, spooky ride! we meet new magic pet candyray who can turn anything or anyone into candy! we also meet felipe at the farm, who joins our heroes on their crazy adventure in his corn maze. there's a race against time to decorate the magic pet center in time for the halloweenist house contest, but with orphle and the bandits getting in their way...it won't be easy. perhaps candyray holds the key!",45,1,season
6,hs7,s7,movie,the evil next door,,,,2021-10-21,2020,g,88 min,"horror, thriller","new to her role as a stepmom, a young woman moves into a duplex with her partner and his five-year-old son lucas. soon, strange noises start coming from the empty house adjoining theirs. also, who is lucas’s new friend?",37,88,min
7,hs8,s8,tv show,the next thing you eat,,,,2021-10-21,2021,g,1 Season,"cooking & food, documentaries, lifestyle & culture","with the unique insights and experience of ugly delicious creators morgan neville and david chang take a tangy look at food and our relationship to it past, present and future. why do we eat what we eat and are we missing something better? what will we be eating in the future and why?",76,1,season
8,hs9,s9,tv show,queens,,,,2021-10-20,2021,tv-14,1 Season,"drama, music",four women in their 40s reunite for a chance to recapture their fame and regain the swagger they had as legends in the 1990s hip-hop world.,57,1,season
9,hs10,s10,tv show,the bachelorette,,,united states,2021-10-20,2003,tv-14,3 Seasons,"reality, romance","abc's romance reality show lets one lucky lady narrow the field of bachelors, leaving only her dream man.",79,3,season
10,hs11,s11,tv show,the real queens of hip-hop: the women who changed the game,,,,2021-10-19,2021,g,1 Season,"music, news",the abc news special explores the inspiring rise of women in hip-hop and is narrated by cheryl “salt” james of salt-n-pepa.,28,1,season
11,hs12,s12,movie,dream horse,,,,2021-10-18,2020,pg,113 min,"comedy, drama",the film tells the inspiring true story of a small town bartender who decides to breed a racehorse. the community chips in their small earnings and the investment pays off as he becomes a beacon of hope in their struggling town.,34,113,min
12,hs13,s13,movie,out of the shadows: the man behind the steele dossier,,,,2021-10-18,2021,g,,news,george stephanopoulos sits down with former mi6 spy christopher steele for a worldwide exclusive interview; marking his first interview since the publication of the series of intelligence reports now known as the steele dossier.,95,,
13,hs14,s14,tv show,wakefield,,,,2021-10-18,2021,g,1 Season,"drama, mystery","with a gift for soothing the afflicted and reaching the unreachable, brilliant psychiatric nurse nik katira is the most stable person at wakefield mental health unit in the picturesque blue mountains of australia. but as his own sanity suddenly starts to slip, he finds himself questioning the line between reality and madness.",40,1,season
14,hs15,s15,tv show,home sweet home,,,,2021-10-16,2021,tv-pg,1 Season,reality,"real families of different backgrounds experience a new way of life when they trade homes, stepping out of their comfort zones to discover each other's similarities and celebrate their differences, created by executive producer ava duvernay.",100,1,season
15,hs16,s16,movie,showtime championship boxing: lopez vs. salido (r),,,,2021-10-16,2011,g,,sports,juan manuel lopez vs. orlando salido for the wbo featherweight title.,100,,
16,hs17,s17,tv show,showtime championship boxing: wilder vs. molina,,,,2021-10-16,2015,tv-14,1 Season,sports,champion deontay wilder vs. eric molina. live from the bartow arena.,25,1,season
17,hs18,s18,tv show,america's book of secrets,,,united states,2021-10-15,2012,tv-14,1 Season,"documentaries, history","america's story can be told in many ways. while much of the history of our country is well documented and widely available, there is another deeper history one that has been shrouded in secrecy and hidden from public view; these are the stories we will reveal.",32,1,season
18,hs19,s19,tv show,beyond oak island,,,,2021-10-15,2020,tv-pg,1 Season,"history, reality","from pirates such as blackbeard and outlaws like jesse james, to aztec gold, priceless historical artifacts from american history and sunken treasure ships, “beyond oak island” digs deep into the many treasure quests across the globe.",44,1,season
19,hs20,s20,tv show,beyond scared straight,,,united states,2021-10-15,2011,tv-14,6 Seasons,"documentaries, reality, teen","beyond scared straight profiles the new approach to keeping today's teens from becoming tomorrow's prisoners. the power of the original scared straight! program has inspired dozens of inmate-run intervention programs in men's and women's prisons across the country. these youthful offender programs put boys and girls of all ethnicities and backgrounds, ranging in age from 11-18, into intensive one-day in-prison sessions that show them the realities of life behind bars.",58,6,season
20,hs21,s21,movie,cheer camp killer,,,,2021-10-15,2020,tv-14,87 min,thriller,"camp queen bee victoria does not take kindly to a newcomer like sophia taking her spotlight, so she launches a dangerous plan to get her rival out of the way.",39,87,min
21,hs22,s22,tv show,hoarders,,,united states,2021-10-15,2009,tv-pg,7 Seasons,"health & wellness, lifestyle & culture, reality",each 60-minute episode of hoarders is a fascinating look inside the lives of two different people whose inability to part with their belongings is so out of control that they are on the verge of a personal crisis.,94,7,season
22,hs23,s23,tv show,little women: atlanta,,,united states,2021-10-15,2016,tv-14,2 Seasons,"black stories, reality","in little women: atlanta, the little ladies turn it up wherever they go out, especially with club promoter emily leading the charge. there is no shortage of drama within this circle of friends as they face the daily challenges that come with being a little person.",14,2,season
23,hs24,s24,tv show,marrying millions,,,,2021-10-15,2019,tv-14,2 Seasons,"documentaries, reality, romance","marrying millions follows six couples who are deeply in love and hoping to marry, but come from completely different worlds. regular people are whisked off their feet and plunged into a high-end life of riches",86,2,season
24,hs25,s25,tv show,nightwatch,,,united states,2021-10-15,2015,tv-14,4 Seasons,"documentaries, drama, mystery","""nightwatch"" follows the dangerous stretch of time (between 9pm until 3am) when emergency responders deal with the busiest shift of the day and the most unnerving cases.",75,4,season
25,hs26,s26,tv show,seven year switch,,,,2021-10-15,2017,tv-14,1 Season,reality,"in seven year switch, four couples at a crossroads in their relationship get a chance to live with a stranger for two weeks in an experimental marriage.",76,1,season
26,hs27,s27,movie,sleepwalker,,,,2021-10-15,2017,tv-14,88 min,thriller,a graduate student plagued by bouts of sleepwalking begins to have trouble differentiating between her dreams and reality.,43,88,min
27,hs28,s28,tv show,swamp people,,,united states,2021-10-15,2010,tv-pg,3 Seasons,"documentaries, reality","deep in the heart of louisiana lies america's largest swamp – a million miles of inhospitable bayous, marshes and wetlands where nature rules and humans struggle to tame it.",93,3,season
28,hs29,s29,tv show,unsolved,,,,2021-10-15,2019,g,2 Seasons,"documentaries, news","more than 750 people are missing from houston and the surrounding towns of the major texas city. among the missing are mothers written off by police as runaways. they are hardworking couples who have been targeted. and they are upstanding members of their community who simply slowed down to give someone a ride. some have been found, their bodies dumped in the infamous texas killing fields. others have vanished and their cases gone cold. a year turns into five years, turns into a decade and it gets harder and harder for investigators to generate new leads. but, detectives quietly keep working. they work for the women whose stories are forgotten. they work for the families ripped apart by seemingly random attacks. dna is tested as evidence, sketches are drawn of the missing, surveillance video of a suspect is circulated among media in hopes of closing a case. but when the missing go unreported, victims faces have long since faded from the headlines and even the best video can't identify a murderer, do their cases go unsolved forever?",86,2,season
29,hs30,s30,tv show,acapulco shore,,,,2021-10-14,2014,tv-14,3 Seasons,"latino, reality","a group of young mexicans live together and share fun, drama and a lot of alcohol.",31,3,season
30,hs31,s31,tv show,catfish méxico,,,,2021-10-14,2018,g,1 Season,"latino, reality","porque sabemos que no es fácil encontrar el amor verdadero en este mundo digital, mtv catfish llega a méxico para salvarte de las mentiras. todos nos merecemos saber quién está detrás de ese perfil falso.",89,1,season
31,hs32,s32,movie,censor,,,,2021-10-14,2021,g,84 min,horror,a film censor is assigned to review a disturbing film that recalls her childhood memories. she begins to unravel how this eerie work might be tied to the long-ago disappearance of her sister.,76,84,min
32,hs33,s33,tv show,dani who?,,,,2021-10-14,2019,g,1 Season,"latino, mystery, science fiction",a girl disappears in the town of san gregorio and a group of teenagers decide to investigate what happened.,93,1,season
33,hs34,s34,tv show,la culpa es de cortés,,,,2021-10-14,2017,g,4 Seasons,"comedy, latino","cinco reconocidos comediantes mexicanos, de distintas regiones del país, se juntan para comentar de manera ácida y divertida las costumbres y tradiciones de méxico.",88,4,season
34,hs35,s35,movie,out of death,,,,2021-10-14,2021,not rated,95 min,thriller,"when shannon (jaime king) sets out on a hike to spread her deceased father’s ashes, she witnesses a corrupt sheriff’s deputy, billie (lala kent) brutally murder a drug dealer. having seen shannon witness the murder, billie and her cohorts set off to permanently silence shannon. on the run from the dirty cops, shannon stumbles into and recruits the help of a retired cop, jack harris (bruce willis).",67,95,min
35,hs36,s36,tv show,the real housewives of orange county,,,united states,2021-10-14,2006,tv-14,15 Seasons,reality,"the o.c. ladies are back as the series goes behind the gates for a voyeuristic look at the scandalous truths, mending friendships, rocky marriages, sizzling romances, and ever-changing loyalties inside the wealthy southern california suburb.",55,15,season
36,hs37,s37,tv show,why not us,,,,2021-10-14,2021,g,2 Seasons,"documentaries, sports","all-access to the north carolina central university men's basketball program, which looks to become the first hbcu to reach the sweet 16.",97,2,season
37,hs38,s38,movie,bellator mma: kongo vs. johnson 2,,,,2021-10-13,2020,g,,sports,cheick kongo vs. tim johnson battle in a historic classic from october 2020,93,,
38,hs39,s39,movie,chips,,,,2021-10-13,2017,r,101 min,"action, adventure, comedy",ponch and jon are together again in this hilarious update of the popular tv series that follows a mismatched pair of motorcycle cops.,97,101,min
39,hs40,s40,tv show,dopesick,,,,2021-10-13,2021,tv-ma,1 Season,drama,"from executive producer danny strong and starring and executive produced by michael keaton, “dopesick” examines how one company triggered the worst drug epidemic in american history. the series takes viewers to the epicenter of america’s struggle with opioid addiction, from the boardrooms of big pharma, to a distressed virginia mining community, to the hallways of the dea. defying all the odds, heroes will emerge in an intense and thrilling ride to take down the craven corporate forces behind this national crisis and their allies. the limited series is inspired by the new york times bestselling book by beth macy.",12,1,season
40,hs41,s41,movie,in the crease,,,,2021-10-13,2020,g,,sports,post-game analysis and highlight show airing each night throughout the nhl season from barry melrose and linda cohn.,35,,
41,hs42,s42,tv show,"champaign, ill",,,,2021-10-12,2018,g,1 Season,comedy,"after the death of their best friend, a wildly famous rap icon, alf and ronnie lose their lavish lifestyle and are forced to return home to champaign, illinois. in order to get back what the",92,1,season
42,hs43,s43,movie,the loneliest whale: the search for 52,,,,2021-10-12,2021,pg,97 min,documentaries,"a cinematic quest to find the “52 hertz whale.” as the film embarks on its engrossing journey, we uncover what this whale’s lonely plight teaches us not only about our relationship to the ocean, but to each other.",34,97,min
43,hs44,s44,movie,gunda,,,,2021-10-11,2020,g,93 min,documentaries,"experiential cinema in its purest form, gunda is a transcendent and masterfully intimate chronicle of a mother pig, a flock of chickens, and a herd of cows.",73,93,min
44,hs45,s45,tv show,buried,,,,2021-10-10,2021,tv-ma,1 Season,"crime, documentaries","in january 1989, in a flash eileen franklin recalled being eight years old and witnessing the rape and murder of her best friend, susan nason. she also remembered the identity of the murderer ? it was eileen?s own father, george franklin. the ensuing trial was the first criminal case based on a repressed memory, and it raised questions and issues that continue to challenge the reliability of memory and of criminal testimony to this day. eileen franklin?s memories were terrifying beyond imagining... but were they true beyond a reasonable doubt?",17,1,season
45,hs46,s46,tv show,demon slayer kimetsu no yaiba,,,japan,2021-10-10,2019,tv-14,2 Seasons,"action, adventure, anime","it is the taisho period in japan. tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. to make matters worse, his younger sister nezuko, the sole survivor, has been transformed into a demon herself. though devastated by this grim reality, tanjiro resolves to become a ""demon slayer"" so that he can turn his sister back into a human, and kill the demon that massacred his family. a sorrowful tale of siblings in which the fates of humans and demons intertwine... begins now!",15,2,season
46,hs47,s47,movie,g.i. joe: retaliation,,,,2021-10-10,2013,pg-13,105 min,"action, adventure",the greatest american heroes are back to face cobra in a new adventure.,59,105,min
47,hs48,s48,movie,rogue hostage,,,,2021-10-10,2021,g,94 min,"action, thriller",child protective services officer and former marine kyle snowden must save an immigrant child from a dangerous criminal who has trapped them and other hostages inside a neighborhood store owned by kyle’s controversial stepfather congressman sam nelson.,48,94,min
48,hs49,s49,tv show,roots less traveled,,,,2021-10-10,2020,tv-g,1 Season,reality,"pairs of family members, often from different generations, set out on adventures to solve mysteries from their family trees and grow closer as they gain wisdom not only about themselves, but also about how their past has helped shape their present.",53,1,season
49,hs50,s50,tv show,shark tank,,,united states,2021-10-09,2009,tv-pg,12 Seasons,reality,"from executive producer mark burnett comes an inventive new reality series you can sink your teeth into. budding entrepreneurs with big ideas can still make their dreams come true and abc is about to give them the chance to make it happen. each week a group of self-made millionaires from all corners of the business world take their own hard earned money and offer everyday people their one true shot at making their dreams a reality. some will sink, some will swim and some will be eaten alive.",19,12,season
50,hs51,s51,movie,yashahime: princess half-demon,,,japan,2021-10-09,2020,2 seasons,,anime,"long-lost twins towa and setsuna reunite after ten years to discover that they are the half-demon daughters of the great demon sesshomaru. joined by moroha, the daughter of inuyasha, the three set out on a journey to regain their missing past.",74,,
51,hs52,s52,tv show,general hospital,,,united states,2021-10-08,1963,tv-14,1 Season,drama,"the wealthy quartermaine family continues to be a looming presence in the town of port charles, with interests in much of the city's business. characters come and go, but viewers can always count on at least one quartermaine or spencer to create havoc.",28,1,season
52,hs53,s53,movie,jacinta,,,,2021-10-08,2021,tv-ma,105 min,documentaries,"an intimate portrait of mothers and daughters and the effects of trauma, jacinta follows a young woman in and out of prison as she attempts to break free from an inherited cycle of addiction, incarceration, and crime.",59,105,min
53,hs54,s54,tv show,abc news live prime with linsey davis,,,,2021-10-07,2021,g,1 Season,news,your primetime news source for context and analysis of the day’s top stories. in-depth reporting and storytelling from across the country and around the world – hosted by linsey davis.,96,1,season
54,hs55,s55,tv show,baker's dozen,,,,2021-10-07,2021,g,1 Season,"cooking & food, lifestyle & culture, reality","passionate amateur bakers will go head-to-head with seasoned professionals in each episode of “baker’s dozen”. join hosts tamera mowry-housley (emmy-award winning host of ""the real,"" fox’s “the masked singer” and hallmark’s “christmas comes twice”) and bill yosses (author and former white house pastry chef) for this fast-paced competition series that will determine the best baker of all! which of the 13 bakers has what it takes to create the next viral baking sensation, win the golden rolling pin and take home the cash prize?",8,1,season
55,hs56,s56,movie,fifa world cup 2022 qualifying,,,,2021-10-07,2019,g,,sports,match coverage from the qualifiers for the fifa 2022 world cup.,19,,
56,hs57,s57,movie,bellator mma 257: nemkov vs. davis 2 (r),,,,2021-10-06,2021,g,,sports,"bellator champ vadim nemkov, phil davis, corey anderson in action. replay",99,,
57,hs58,s58,movie,bellator mma: davis vs. nemkov,,,,2021-10-06,2018,g,,sports,former bellator mma champion phil davis faces russia's vadim nemkov.,47,,
58,hs59,s59,tv show,castle,,,,2021-10-06,2009,tv-14,8 Seasons,"comedy, crime, drama","rick castle, a famous crime novelist and rockstar of the literary world who finds inspiration for a new character from an unlikely source - the smart, beautiful, no-nonsense det. kate beckett - whether she likes it or not. his fame gives him an all-access pass to her cases and he's working her last nerve. but somehow, together, they're the perfect partners in crime.",67,8,season
59,hs60,s60,movie,the hills presents: speidi's wedding unveiled,,,,2021-10-05,2009,tv-pg,,"reality, teen","the new mr. and mrs. pratt present candid interviews with the cast of hills, exclusive footage you never saw on the show, a glimpse at the media frenzy surrounding the wedding of the year, and an interview with kristin cavallari",16,,
60,hs61,s61,tv show,america's funniest home videos,,,united states,2021-10-04,1981,tv-pg,2 Seasons,"comedy, family","from practical jokes to home improvement plans gone awry, to animal mishaps and just flat out strange behavior, this hilarious show on abc pulls out all the stops to present everyday people caught on tape in their most embarrassing moments!",71,2,season
61,hs62,s62,movie,maggie's plan,,,,2021-10-04,2015,r,99 min,"comedy, drama, romance","a young woman (gerwig) set on having a child, catapults herself into a love triangle with an academic (hawke) & his eccentric wife (moore).",72,99,min
62,hs63,s63,tv show,the bradshaw bunch,,,,2021-10-04,2020,tv-pg,1 Season,reality,"legendary quarterback and television-broadcast icon terry bradshaw gives us an intimate look at life in the off-season. as husband, father and “papi” to the bradshaw bunch, we see a side of terry bradshaw you’ve never seen before",31,1,season
63,hs64,s64,movie,the program,,,,2021-10-04,1993,r,112 min,"action, adventure, drama",an action-packed story about a group of top 10 college football athletes.,59,112,min
64,hs65,s65,movie,unfaithful,,,,2021-10-04,2002,r,124 min,"drama, romance, thriller",diane lane earned a 2002 best actress oscar(r) nomination for her role as a housewife who gets blown into a whirlwind affair.,28,124,min
65,hs66,s66,movie,finding your feet,,,united kingdom,2021-10-03,2017,pg-13,112 min,"comedy, drama, romance","on the eve of retirement, a middle-class snob discovers her husband has been having an affair, and is forced to live with her bohemian sister on an impoverished inner-city estate.",67,112,min
66,hs67,s67,movie,pacific airshow,,,,2021-10-03,2021,g,,documentaries,"pacific airshow is not just an airshow. it’s a global spectacle-scale event that celebrates the love, patriotism and awe-inspiring feats of aviation with the enticing thrill of sports, entertainment, art and technology - backed by southern california’s most iconic beachfront destination. this year’s pacific airshow will be headlined by the u.s. navy blue angels celebrating their 75th anniversary tour and flying their new f/a-18 super hornets. the blue angels will be joined by the canadian forces snowbirds celebrating their 50th anniversary season, the u.s. air force f-35a lightning ii demo team led by major kristin “beo” wolfe, u.s. navy growler legacy flight demonstration team featuring two ea-18gs, a variant of the f/a-18 f super hornet, the u.s. marine corps mv-22 osprey demo team, the u.s. army golden knights parachute demonstration team, world-class civilian aerobatic performers and many more.",77,,
67,hs68,s68,tv show,saturday night live,,,united states,2021-10-03,1975,tv-14,23 Seasons,"comedy, late night, sketch comedy",nbc in association with broadway video enterprises bring you the landmark sketch comedy series.,8,23,season
68,hs69,s69,movie,college swimming & diving,,,,2021-10-02,2005,g,,sports,action from college swimming & diving events.,13,,
69,hs70,s70,movie,men's college hockey,,,,2021-10-02,2000,g,,sports,action from ncaa men's college hockey.,81,,
70,hs71,s71,tv show,the most magical story on earth: 50 years of walt disney world,,,,2021-10-02,2021,tv-pg,1 Season,news,"whoopi goldberg hosts a historical journey spanning half a century and beyond at walt disney world, featuring spectacular visuals, musical performances from christina aguilera and halle bailey, and interviews with iconic actors and athletes.",86,1,season
71,hs72,s72,movie,a.i.: artificial intelligence,,,,2021-10-01,2001,pg-13,145 min,"adventure, drama, science fiction","in a future world of scientific advances, humans share their lives with sophisticated companion robots. but when an advanced prototype robot child is programmed to show unconditional love, his human family isn't prepared for it.",81,145,min
72,hs73,s73,movie,air force one,,,,2021-10-01,1997,r,125 min,"action, adventure, horror",harrison ford and gary oldman star in wolfgang petersen's thriller about the hijacking of air force one with the first family on board.,12,125,min
73,hs74,s74,movie,ali,,,,2021-10-01,2001,r,157 min,"black stories, drama, history","a pivotal decade in the life of heavyweight boxing legend muhammad ali - his rise to the top of the sport, his refusal to go to vietnam, and his comeback fights with foreman and frazier.",20,157,min
74,hs75,s75,tv show,asylum,,,,2021-10-01,2021,g,1 Season,documentaries,"asylum is an intimate look at the dreams, prayers, and realities of two fathers seeking refuge in the u.s. – revealing that, after the harrowing roads that brought them to the country of their dreams, asylum is often elusive.",75,1,season
75,hs76,s76,tv show,big sky,,,united states,2021-10-01,2020,tv-14,2 Seasons,"crime, drama","storyteller david e. kelly (""big little lies"") presents a series about private detectives cassie dewell and cody hoyt, who join forces with cody's estranged wife and ex-cop, jenny hoyt, to search for two sisters who have been kidnapped by a truck driver on a remote highway in montana. when they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the killer before another woman is taken. based on the series of books by c.j. box, the series stars katheryn winnick, kylie bunbury and ryan phillippe.",65,2,season
76,hs77,s77,tv show,bite size halloween,,,,2021-10-01,2020,g,2 Seasons,horror,a series of stand-alone horror shorts ranging from the terrifying to the ridiculous.,91,2,season
77,hs78,s78,movie,blippi's spooky spell halloween,,,,2021-10-01,2021,tv-y,41 min,kids,"get ready for a spooky halloween with blippi! learn all about fun halloween decorations, visit a candy store for the best sweet and spooky treats, learn how to make a jack-o-lantern, and so much more.",89,41,min
78,hs79,s79,movie,boxcar bertha,,,,2021-10-01,1972,r,89 min,"crime, drama","set in the depression era of the 1930s, a young woman and three men rob trains and plan a kidnapping. the men are caught and the young woman becomes a prostitute. based on ""sister of the road"" by boxcar bertha thomson.",59,89,min
79,hs80,s80,tv show,cake,,,united states,2021-10-01,2019,tv-ma,5 Seasons,comedy,"""cake"" is a handcrafted assortment of bite-sized content served up to viewers as a tasty treat for the mind. featuring a diverse array of narratives from storytellers both new and established with eclectic points of view, the carefully curated half-hour showcase features both live-action and animated comedy programs of varied length that are equal parts thought-provoking, laugh-inducing, artistic, authentic and raw (not to mention, totally gif-able). there's something for everyone and plenty to go around.",11,5,season
80,hs81,s81,movie,cedar rapids,,,,2021-10-01,2011,r,87 min,comedy,"a weekend insurance convention proves to be a hotbed of sex, booze and buffoonery for a naive young man in this comedy.",4,87,min
81,hs82,s82,movie,chasing papi,,,,2021-10-01,2003,pg,80 min,"comedy, drama, romance",a latino casanova courts three hispanic women in three different cities...until they find out about one another in this comedy.,75,80,min
82,hs83,s83,movie,class,,,,2021-10-01,1983,r,99 min,"comedy, drama","complications arise when a lucky, lustful prep school teen gets a chance to lose his innocence to an older woman.",25,99,min
83,hs84,s84,movie,clifford,,,,2021-10-01,1994,pg,90 min,"comedy, family, kids",martin short is hilarious as a bratty 10-year-old kid who wreaks havoc while visiting his hapless uncle charles grodin in this comedy.,24,90,min
84,hs85,s85,movie,clockstoppers,,,,2021-10-01,2002,pg,94 min,"action, adventure, comedy",high-school teen jesse bradford tries out his scientist dad's new invention: a watch that can freeze time.,91,94,min
85,hs86,s86,movie,code 46,,,,2021-10-01,2004,r,93 min,"drama, romance, science fiction",tim robbins is an investigator in a dystopian future whose attraction to a mysterious woman lands him on the wrong side of the law.,87,93,min
86,hs87,s87,movie,crimson tide,,,,2021-10-01,1995,r,116 min,"drama, horror, thriller",gene hackman and denzel washington star as a submarine commander and his top lieutenant who wind up in a standoff during a nuclear crisis.,67,116,min
87,hs88,s88,movie,date night extended version,,,,2021-10-01,2010,pg-13,102 min,"action, adventure, comedy",steve carell and tina fey are a couple whose wild night out injects some much-needed spark – and some serious danger – into their marriage.,33,102,min
88,hs89,s89,movie,dead of winter,,,,2021-10-01,1987,r,101 min,"horror, thriller",an out-of-work actress is lured to an isolated house for an audition that takes a horrifying twist in this horror thriller.,25,101,min
89,hs90,s90,movie,diary of a wimpy kid: rodrick rules,,,,2021-10-01,2011,pg,100 min,"comedy, family, kids",young underdog greg heffley is back for torment at the hands of his brother rodrick and more in this second hilarious flick in the series.,10,100,min
90,hs91,s91,movie,"double, double, toil and trouble",,,,2021-10-01,1993,g,97 min,"adventure, family, kids","determined twins (mary-kate olsen, ashley olsen) try to trick an evil aunt (cloris leachman) out of a magic moonstone and save their family home.",52,97,min
91,hs92,s92,movie,dr. no,,,united kingdom,2021-10-01,1962,pg,110 min,"action, adventure","on a mission in jamaica, ultra-suave agent 007 finds mad scientist dr. no concocting a plot to derail the u.s. space program and take over the world.",28,110,min
92,hs93,s93,movie,edge of the world,,,,2021-10-01,2021,g,104 min,"adventure, drama, history","the true story of british adventurer sir james brooke, who fought pirates, slavers and headhunters to rule a jungle kingdom larger than england in 1840's borneo.",92,104,min
93,hs94,s94,movie,escape from alcatraz,,,united states,2021-10-01,1979,pg,112 min,"action, crime, drama",based on true events! a hardened convict engineers an elaborate plan to escape infamous alcatraz prison - a feat nobody had successfully accomplished before. directed by don siegel (dirty harry).,31,112,min
94,hs95,s95,movie,exorcist: the beginning,,,,2021-10-01,2004,r,113 min,horror,prequel. exorcist: the beginning traces the story of father merrin back to his first encounter with the devil during his missionary work in africa.,85,113,min
95,hs96,s96,movie,flatliners,,,,2021-10-01,1990,r,114 min,"drama, horror, science fiction","julia roberts, kiefer sutherland and kevin bacon star in this ""edge of your seat"" thriller as medical students who push themselves to the boundaries of life itself and touch the face of death. this offbeat drama is directed by joel schumacher.",95,114,min
96,hs97,s97,movie,from russia with love,,,united kingdom,2021-10-01,1964,pg,115 min,"action, adventure, classics",bond is back and he's paying the price for his previous adventure when spectre lured him into a deadly trap to avenge the death of dr. no. will bond's mission to find a russian coding machine be his last?,78,115,min
97,hs98,s98,movie,goldeneye,,,"united kingdom, united states",2021-10-01,1995,pg-13,130 min,"action, adventure, thriller","bond is thrown right into the action before the title song with an eye-opening cliff dive onto a plane. sporting his signature debonair attitude and pricey gadgets, bond investigates the destruction of a russian satellite base.",5,130,min
98,hs99,s99,movie,goldfinger,,,united kingdom,2021-10-01,1965,pg,110 min,"action, adventure, classics","007 is pitted against auric goldfinger, who plots to render the gold supply at fort knox worthless with radioactivity, thereby increasing tenfold the value of his own gold supply to make him the richest, most powerful man on earth.",92,110,min
99,hs100,s100,movie,happy feet,,,,2021-10-01,2006,tv-pg,101 min,"action, adventure, comedy",an emperor penguin expresses himself through tap-dancing.,41,101,min
100,hs101,s101,movie,happy feet two,,,,2021-10-01,2011,pg,100 min,"adventure, comedy, family",tap-dancing penguin mumble is now a daddy...and he's got an equally unique (and talented) son to help in this fun-filled family sequel.,61,100,min
101,hs102,s102,movie,house of games,,,,2021-10-01,1987,r,102 min,thriller,"an uptight female psychiatrist (and best-selling author) attempts to intercede with a con man on behalf of one of her patients, a compulsive gambler who owes him several thousand dollars.",20,102,min
102,hs103,s103,movie,intersection,,,,2021-10-01,1994,r,99 min,"drama, romance","in the wake of a terrible car wreck, award-winning architect vincent eastman sees his life in flashbacks, recalling his separation from his beautiful but aloof wife and his affair with a joyful and passionate journalist.",96,99,min
103,hs104,s104,movie,license to kill,,,"united kingdom, mexico, united states",2021-10-01,1989,pg-13,133 min,"action, adventure","this 16th james bond outing finds agent 007 defying his superiors and operating without his infamous “license to kill” when he takes revenge upon a colombian drug kingpin, after the guy maims bond’s best friend/former cia agent and kills his new bride.",10,133,min
104,hs105,s105,movie,light it up,,,,2021-10-01,1999,r,99 min,"black stories, drama, lgbtq+","the topical story of a group of high school students who form a protest when they become fed up with their school's poor conditions. after a shot is accidentally fired and a police officer is wounded, the resulting stand-off results in a media frenzy that pits the dirt-digging media against the well-intentioned students.",88,99,min
105,hs106,s106,movie,lost in space,,,united states,2021-10-01,1998,pg-13,130 min,"action, adventure, science fiction","a family of space colonists, their pilot and a diabolical stowaway scientist become hopelessly lost beyond the galaxy when their mission is sabotaged.",59,130,min
106,hs107,s107,movie,mad max,,,,2021-10-01,1979,r,93 min,"action, adventure, science fiction",a chilling drama that combines a futuristic plot with high speed car and motorcycle action. a strange apocalyptic death game between nomadic bikers and a handful of cops.,69,93,min
107,hs108,s108,movie,madhouse,,,,2021-10-01,2004,g,91 min,"horror, thriller","when a staff nurse is murdered at a notorious insane asylum, clark stevens, a new psychiatry intern, starts digging for answers and soon realizes that there is something very wrong with the people at the asylum, and it's not just the patients.",30,91,min
108,hs109,s109,movie,maze,,,"ireland, united kingdom, germany, sweden",2021-10-01,2017,93 min,,"action, adventure, crime","based on the incredible true story of the 1983 mass break-out of 38 ira prisoners from the hmp maze high security prison, one prisoner engineers the largest european prison escape since world war ii.",14,,
109,hs110,s110,movie,my best friend's wedding,,,united states,2021-10-01,1997,pg-13,105 min,"comedy, romance","when a successful food critic learns that her former boyfriend/best friend is getting married, she stops at nothing to clench her own happiness. stars julia roberts, dermot mulroney and cameron diaz.",58,105,min
